ln_wage,educ,servseg,educ_servseg,exp,exp_sq,fem,cont,reg_i,age
5.966146739,0,0,0,2,4,0,1,MRD,17
8.188689124,0,0,0,17,289,1,1,MRD,32
8.476371197,0,0,0,18,324,0,0,MRD,29
8.476371197,0,0,0,16,256,0,0,MRD,27
8.517193191,0,0,0,21,441,0,0,MRD,32
8.556413905,0,0,0,15,225,0,0,MRD,26
8.070906089,0,0,0,11,121,1,0,MRD,22
9.210340372,0,0,0,18,324,0,1,MRD,33
8.9226583,0,0,0,18,324,1,1,MRD,29
8.556413905,0,0,0,19,361,0,0,MRD,30
8.699514748,0,0,0,21,441,1,1,MRD,32
8.101677747,0,0,0,11,121,1,1,MRD,26
8.160518247,0,0,0,6,36,0,0,MRD,17
8.824677891,0,0,0,12,144,1,1,MRD,30
8.556413905,0,0,0,16,256,0,0,MRD,27
8.188689124,0,0,0,2,4,1,0,MRD,17
8.006367568,0,0,0,16,256,0,1,MRD,31
8.006367568,0,0,0,17,289,1,1,MRD,32
8.29404964,0,0,0,9,81,0,0,MRD,20
8.411832676,0,0,0,10,100,0,0,MRD,21
7.313220387,0,1,0,5,25,0,1,MRD,23
7.313220387,0,1,0,6,36,0,1,MRD,24
8.160518247,0,0,0,4,16,0,0,MRD,15
8.006367568,0,0,0,24,576,0,0,MRD,33
8.070906089,0,0,0,24,576,0,0,MRD,33
7.313220387,0,0,0,22,484,1,0,MRD,31
7.377758908,0,0,0,22,484,1,0,MRD,31
7.495541944,0,0,0,13,169,1,0,MRD,28
7.495541944,0,0,0,13,169,1,0,MRD,28
8.764053269,0,0,0,11,121,1,1,MRD,26
8.779557456,0,0,0,11,121,1,1,MRD,26
7.937374696,0,0,0,9,81,0,0,MRD,24
7.824046011,0,0,0,9,81,0,0,MRD,24
7.185387016,0,0,0,11,121,1,0,MRD,22
7.244227516,0,0,0,11,121,1,0,MRD,22
8.160518247,0,0,0,17,289,1,0,MRD,32
8.764053269,0,0,0,18,324,1,1,MRD,33
8.764053269,0,0,0,18,324,1,1,MRD,33
8.699514748,0,0,0,10,100,0,0,MRD,28
8.699514748,0,0,0,5,25,1,1,MRD,23
8.699514748,0,0,0,5,25,1,1,MRD,23
8.188689124,0,0,0,27,729,1,0,MRD,33
8.160518247,0,0,0,6,36,0,0,MRD,21
8.188689124,0,0,0,6,36,0,0,MRD,21
8.594154233,0,0,0,16,256,0,0,MRD,34
7.937374696,0,0,0,21,441,0,0,MRD,32
8.006367568,0,0,0,22,484,0,0,MRD,33
8.556413905,0,0,0,17,289,0,0,MRD,35
7.170119543,0,0,0,3,9,0,1,MRD,21
7.937374696,0,0,0,23,529,1,0,MRD,34
8.101677747,0,0,0,2,4,1,0,MRD,17
8.29404964,0,0,0,1,1,0,0,MRD,16
8.411832676,0,0,0,1,1,0,0,MRD,16
8.732304571,0,0,0,17,289,1,1,MRD,28
7.824046011,0,1,0,8,64,1,1,MRD,28
7.313220387,0,0,0,22,484,1,0,MRD,33
8.411832676,0,0,0,9,81,0,0,MRD,20
8.242756346,0,0,0,7,49,1,0,MRD,18
7.937374696,0,0,0,7,49,1,0,MRD,18
7.313220387,0,0,0,2,4,0,0,MRD,17
7.313220387,0,0,0,3,9,0,0,MRD,18
8.242756346,0,0,0,20,400,0,0,MRD,31
8.242756346,0,0,0,21,441,0,0,MRD,32
7.937374696,0,0,0,15,225,1,0,MRD,26
8.188689124,0,0,0,16,256,1,0,MRD,27
8.38935982,0,0,0,20,400,0,0,MRD,35
8.318742253,0,0,0,20,400,0,0,MRD,35
8.536995819,0,0,0,2,4,0,1,MRD,20
8.455317788,0,0,0,1,1,0,1,MRD,19
8.612503371,0,0,0,11,121,1,1,MRD,26
8.536995819,0,0,0,11,121,1,1,MRD,26
8.006367568,0,0,0,4,16,0,1,MRD,19
8.160518247,0,0,0,4,16,0,1,MRD,19
8.411832676,0,0,0,9,81,0,1,MRD,20
8.476371197,0,0,0,10,100,0,1,MRD,21
8.006367568,0,0,0,7,49,1,1,MRD,18
8.160518247,0,0,0,7,49,1,1,MRD,18
8.160518247,0,0,0,22,484,1,0,MRD,31
8.045588281,0,0,0,23,529,1,0,MRD,32
8.03915739,0,0,0,21,441,0,0,MRD,32
7.863266724,0,0,0,21,441,0,0,MRD,32
8.594154233,0,0,0,14,196,0,0,MRD,25
8.160518247,0,0,0,25,625,1,0,MRD,34
7.783224016,0,0,0,18,324,1,1,MRD,33
7.783224016,0,0,0,19,361,1,1,MRD,34
5.966146739,0,0,0,16,256,0,1,MRD,27
8.342839804,0,0,0,23,529,0,0,MRD,34
7.60090246,0,0,0,8,64,1,0,MRD,19
8.411832676,0,0,0,5,25,0,0,MRD,16
8.202482447,0,0,0,7,49,0,0,MRD,18
8.160518247,0,0,0,5,25,0,0,MRD,16
8.342839804,0,0,0,24,576,0,0,MRD,35
8.342839804,0,0,0,24,576,0,0,MRD,35
8.006367568,0,0,0,8,64,1,0,MRD,19
7.972466016,0,0,0,21,441,1,0,MRD,32
6.551080335,0,0,0,23,529,1,0,MRD,34
7.244227516,0,0,0,23,529,1,0,MRD,34
8.006367568,0,0,0,5,25,0,0,MRD,16
8.070906089,0,0,0,15,225,0,0,MRD,24
8.131530711,0,0,0,15,225,0,0,MRD,24
8.160518247,0,0,0,13,169,0,0,MRD,22
8.160518247,0,0,0,13,169,0,0,MRD,22
6.040254711,0,0,0,28,784,0,0,MRD,34
8.216088099,0,0,0,9,81,0,0,MRD,24
8.612503371,0,0,0,11,121,1,1,MRD,29
8.006367568,0,0,0,5,25,0,0,MRD,20
8.006367568,0,0,0,5,25,0,1,MRD,20
8.342839804,0,0,0,10,100,0,0,MRD,28
8.411832676,0,0,0,10,100,0,0,MRD,28
8.070906089,0,0,0,22,484,0,0,MRD,33
8.366370302,0,0,0,22,484,0,0,MRD,31
8.433811582,0,0,0,19,361,0,0,MRD,34
7.937374696,0,0,0,22,484,1,0,MRD,33
8.101677747,0,0,0,16,256,0,0,MRD,27
8.342839804,0,0,0,7,49,0,0,MRD,18
7.649692624,0,0,0,20,400,0,0,MRD,35
8.03915739,0,0,0,16,256,1,0,MRD,31
8.188689124,0,0,0,16,256,1,1,MRD,31
7.696212639,0,0,0,4,16,0,0,MRD,19
7.937374696,0,0,0,4,16,0,0,MRD,19
7.13089883,0,0,0,20,400,0,0,MRD,35
7.937374696,0,0,0,22,484,0,0,MRD,33
8.070906089,0,0,0,22,484,0,0,MRD,33
7.090076836,0,0,0,14,196,1,0,MRD,25
6.802394763,0,0,0,14,196,1,0,MRD,25
7.783224016,0,0,0,14,196,0,0,MRD,25
8.070906089,0,0,0,14,196,0,0,MRD,25
7.43838353,0,0,0,6,36,0,0,MRD,17
7.740664402,0,0,0,6,36,0,0,MRD,17
8.160518247,0,0,0,22,484,1,0,MRD,31
8.160518247,0,0,0,23,529,1,0,MRD,32
8.131530711,0,0,0,23,529,0,0,MRD,34
8.188689124,0,0,0,24,576,0,0,MRD,35
8.29404964,0,0,0,15,225,0,0,MRD,26
8.160518247,0,0,0,16,256,0,0,MRD,27
6.907755279,0,0,0,15,225,0,1,MRD,33
7.313220387,0,0,0,14,196,0,1,MRD,32
8.188689124,0,0,0,19,361,1,0,MRD,30
8.29404964,0,0,0,12,144,1,0,MRD,23
8.29404964,0,0,0,12,144,1,0,MRD,23
8.160518247,0,0,0,9,81,1,1,MRD,20
8.517193191,0,0,0,18,324,0,1,MRD,29
8.630521877,0,0,0,16,256,0,0,MRD,27
7.972466016,0,0,0,19,361,0,0,MRD,28
8.630521877,0,0,0,5,25,0,0,MRD,20
8.29404964,0,0,0,22,484,0,0,MRD,33
8.411832676,0,0,0,22,484,0,0,MRD,33
8.342839804,0,0,0,12,144,1,0,MRD,30
8.160518247,0,0,0,12,144,1,0,MRD,30
7.60090246,0,0,0,16,256,0,0,MRD,27
8.006367568,0,0,0,17,289,0,0,MRD,28
8.411832676,0,0,0,10,100,0,1,MRD,28
8.732304571,0,0,0,11,121,0,0,MRD,26
8.006367568,0,0,0,24,576,0,0,MRD,35
8.070906089,0,0,0,2,4,1,0,MRD,17
8.160518247,0,0,0,1,1,1,1,MRD,19
8.29404964,0,0,0,19,361,0,0,MRD,34
8.006367568,0,0,0,19,361,1,0,MRD,30
8.006367568,0,0,0,20,400,1,0,MRD,31
8.070906089,0,0,0,9,81,1,0,MRD,24
8.131530711,0,0,0,11,121,0,0,MRD,29
8.188689124,0,0,0,12,144,0,0,MRD,30
8.160518247,0,0,0,10,100,1,0,MRD,28
8.216088099,0,0,0,11,121,1,0,MRD,29
8.160518247,0,0,0,5,25,0,1,MRD,20
8.29404964,0,0,0,13,169,1,0,MRD,28
8.411832676,0,0,0,5,25,0,1,MRD,20
8.006367568,0,0,0,6,36,0,0,MRD,17
8.433811582,0,0,0,10,100,0,0,MRD,21
8.411832676,0,0,0,10,100,0,0,MRD,21
8.070906089,0,0,0,15,225,1,0,MRD,24
8.006367568,0,0,0,16,256,1,0,MRD,25
8.318742253,0,0,0,23,529,0,0,MRD,34
8.366370302,0,0,0,25,625,0,1,MRD,34
8.242756346,0,0,0,20,400,1,0,MRD,29
8.29404964,0,0,0,21,441,1,1,MRD,30
8.253227646,0,0,0,8,64,0,0,MRD,23
8.006367568,0,0,0,7,49,0,0,MRD,18
8.411832676,0,0,0,6,36,0,0,MRD,21
8.006367568,0,0,0,14,196,0,0,MRD,25
8.517193191,0,0,0,15,225,0,0,MRD,26
8.006367568,0,0,0,23,529,0,0,MRD,32
8.006367568,0,0,0,23,529,0,0,MRD,32
8.006367568,0,0,0,9,81,0,0,MRD,20
8.29404964,0,0,0,23,529,0,0,MRD,34
8.29404964,0,0,0,23,529,0,0,MRD,34
8.03915739,0,0,0,18,324,1,0,MRD,29
8.070906089,0,0,0,19,361,0,1,MRD,30
8.160518247,0,0,0,11,121,0,0,MRD,22
8.160518247,0,0,0,9,81,0,0,MRD,20
8.699514748,0,0,0,6,36,0,1,MRD,24
8.29404964,0,0,0,17,289,0,1,MRD,28
8.29404964,0,0,0,18,324,0,1,MRD,29
8.29404964,0,0,0,7,49,1,1,MRD,25
8.29404964,0,0,0,7,49,1,1,MRD,25
8.160518247,0,0,0,17,289,0,0,MRD,28
8.160518247,0,0,0,19,361,0,0,MRD,28
8.006367568,0,0,0,14,196,1,0,MRD,32
7.824046011,0,0,0,8,64,0,0,MRD,26
8.160518247,0,0,0,14,196,0,0,MRD,29
7.313220387,0,0,0,1,1,1,0,MRD,16
7.824046011,0,0,0,2,4,1,0,MRD,17
8.006367568,0,0,0,2,4,0,0,MRD,17
8.006367568,0,0,0,3,9,0,0,MRD,18
7.60090246,0,0,0,6,36,0,0,MRD,24
8.29404964,0,0,0,6,36,0,0,MRD,24
8.006367568,0,0,0,6,36,0,0,MRD,24
8.29404964,0,0,0,7,49,0,0,MRD,25
7.824046011,0,0,0,1,1,1,0,MRD,16
7.824046011,0,0,0,2,4,1,0,MRD,17
8.006367568,0,0,0,26,676,0,0,MRD,35
8.853665428,0,0,0,20,400,0,0,MRD,35
8.779557456,0,0,0,17,289,1,0,MRD,35
8.006367568,0,0,0,21,441,0,0,MRD,32
8.006367568,0,0,0,20,400,0,0,MRD,31
8.517193191,0,0,0,2,4,0,1,MRD,20
8.517193191,0,0,0,2,4,0,0,MRD,20
8.476371197,0,0,0,26,676,0,0,MRD,35
8.29404964,0,0,0,20,400,1,0,MRD,29
8.330863613,0,0,0,13,169,0,0,MRD,24
8.006367568,0,0,0,16,256,1,0,MRD,22
8.02289687,0,0,0,16,256,1,0,MRD,22
7.718685495,0,0,0,6,36,0,0,MRD,17
7.718685495,0,0,0,6,36,0,0,MRD,17
8.160518247,0,0,0,14,196,1,0,MRD,29
8.330863613,0,0,0,14,196,1,0,MRD,29
7.313220387,0,0,0,21,441,0,0,MRD,27
8.070906089,0,0,0,15,225,0,0,MRD,26
7.60090246,0,0,0,11,121,1,0,MRD,22
8.29404964,0,0,0,4,16,0,0,MRD,19
7.313220387,0,0,0,25,625,0,0,MRD,31
7.718685495,0,0,0,25,625,0,0,MRD,31
7.090076836,0,0,0,21,441,0,0,MRD,27
8.411832676,0,0,0,17,289,0,0,MRD,28
8.006367568,0,0,0,12,144,1,0,MRD,21
8.160518247,0,0,0,15,225,0,0,MRD,24
8.411832676,0,0,0,18,324,0,0,MRD,29
8.612503371,0,0,0,18,324,0,0,MRD,29
7.60090246,0,0,0,26,676,1,0,MRD,32
8.438149984,0,0,0,3,9,1,1,MRD,18
8.438149984,0,0,0,4,16,1,1,MRD,19
8.525161361,0,0,0,6,36,0,1,MRD,21
8.006367568,0,0,0,20,400,0,0,MRD,31
8.006367568,0,0,0,21,441,0,0,MRD,32
8.546751994,0,0,0,14,196,0,1,MRD,25
8.268731832,0,0,0,23,529,0,0,MRD,34
8.188689124,0,0,0,24,576,0,0,MRD,35
8.160518247,0,0,0,18,324,0,0,MRD,27
8.006367568,0,0,0,23,529,0,0,MRD,32
7.937374696,0,0,0,22,484,0,0,MRD,31
7.863266724,0,0,0,5,25,0,0,MRD,16
7.824046011,0,0,0,6,36,0,0,MRD,17
8.411832676,0,0,0,6,36,0,0,MRD,15
7.60090246,0,0,0,4,16,0,0,MRD,15
7.937374696,0,0,0,18,324,0,0,MRD,29
8.699514748,0,0,0,7,49,0,0,MRD,22
8.476371197,0,0,0,4,16,0,0,MRD,15
8.29404964,0,0,0,24,576,0,0,MRD,35
8.517193191,0,0,0,13,169,0,0,MRD,22
8.707813551,0,0,0,18,324,1,0,MRD,29
8.411832676,0,0,0,8,64,0,0,MRD,19
8.779557456,0,0,0,18,324,0,0,MRD,33
8.188689124,0,0,0,7,49,0,0,MRD,18
5.703782475,0,0,0,0,0,1,0,MRD,15
8.13739583,0,0,0,16,256,0,0,MRD,31
7.60090246,0,0,0,18,324,1,0,MRD,29
7.60090246,0,1,0,9,81,0,1,MRD,30
7.901007052,0,0,0,2,4,0,1,MRD,20
7.313220387,0,0,0,17,289,1,0,MRD,32
7.495541944,0,0,0,19,361,1,0,MRD,30
8.188689124,0,0,0,2,4,0,0,MRD,20
8.517193191,0,0,0,2,4,0,1,MRD,20
8.03915739,0,0,0,18,324,0,0,MRD,33
8.006367568,0,0,0,6,36,0,0,MRD,24
7.495541944,0,0,0,20,400,0,0,MRD,31
8.517193191,0,0,0,25,625,0,0,MRD,34
8.29404964,0,0,0,19,361,0,0,MRD,30
8.006367568,0,0,0,11,121,0,0,MRD,26
8.29404964,0,0,0,6,36,0,1,MRD,17
8.699514748,0,0,0,26,676,0,0,MRD,32
6.684611728,0,0,0,23,529,1,0,MRD,32
6.907755279,0,0,0,7,49,1,0,MRD,22
6.684611728,0,0,0,22,484,1,0,MRD,33
8.006367568,0,0,0,4,16,0,0,MRD,15
7.783224016,0,0,0,13,169,0,0,MRD,24
7.272398393,0,0,0,15,225,1,0,MRD,26
7.272398393,0,0,0,2,4,0,0,MRD,17
8.006367568,0,0,0,5,25,0,0,MRD,16
8.699514748,0,0,0,22,484,0,1,MRD,33
7.560080465,0,0,0,16,256,0,0,MRD,25
7.783224016,0,0,0,3,9,0,0,MRD,18
8.188689124,0,0,0,24,576,0,0,MRD,35
6.956545443,0,0,0,22,484,1,0,MRD,31
8.188689124,0,0,0,5,25,0,0,MRD,20
8.006367568,0,0,0,9,81,0,0,MRD,24
8.160518247,0,0,0,21,441,1,1,MRD,32
8.216088099,0,0,0,21,441,1,1,MRD,32
9.472704636,0,0,0,21,441,0,0,MRD,27
9.61580548,0,0,0,21,441,0,0,MRD,27
8.188689124,0,0,0,19,361,0,0,MRD,34
8.29404964,0,0,0,21,441,0,0,MRD,32
7.313220387,0,0,0,16,256,0,0,MRD,31
8.411832676,0,0,0,21,441,0,0,MRD,32
8.612503371,0,0,0,14,196,0,0,MRD,29
8.070906089,0,0,0,15,225,0,0,MRD,30
7.495541944,0,0,0,2,4,1,1,MRD,20
8.411832676,0,0,0,9,81,1,0,MRD,18
8.517193191,0,0,0,1,1,0,0,MRD,16
8.411832676,0,0,0,2,4,0,0,MRD,17
8.699514748,0,0,0,24,576,0,0,MRD,33
8.665613197,0,0,0,25,625,0,0,MRD,34
8.131530711,0,0,0,19,361,0,0,MRD,30
8.070906089,0,0,0,20,400,0,0,MRD,31
8.006367568,0,0,0,9,81,0,0,MRD,18
7.937374696,0,0,0,9,81,0,0,MRD,18
7.60090246,0,0,0,20,400,0,0,MRD,26
7.783224016,0,0,0,20,400,0,0,MRD,26
7.090076836,0,0,0,16,256,1,0,MRD,25
7.090076836,0,0,0,16,256,1,0,MRD,25
7.495541944,0,0,0,9,81,1,0,MRD,15
7.495541944,0,0,0,9,81,1,0,MRD,15
8.29404964,0,0,0,22,484,0,0,MRD,33
8.29404964,0,0,0,8,64,0,0,MRD,23
7.60090246,0,0,0,25,625,0,0,MRD,34
8.433811582,0,0,0,25,625,0,0,MRD,34
8.006367568,0,0,0,25,625,0,0,MRD,34
8.03915739,0,0,0,1,1,1,0,MRD,16
8.699514748,0,0,0,1,1,0,0,MRD,16
8.188689124,0,0,0,6,36,0,0,MRD,24
7.937374696,0,0,0,13,169,0,0,MRD,24
7.783224016,0,0,0,27,729,1,0,MRD,33
7.783224016,0,0,0,28,784,1,0,MRD,34
7.003065459,0,0,0,10,100,0,0,MRD,21
7.495541944,0,0,0,0,0,0,0,MRD,18
7.495541944,0,0,0,1,1,0,0,MRD,19
7.090076836,0,0,0,20,400,0,0,MRD,31
7.185387016,0,0,0,20,400,0,0,MRD,31
7.090076836,0,0,0,9,81,0,0,MRD,20
8.411832676,0,0,0,22,484,0,0,MRD,33
7.60090246,0,0,0,6,36,1,0,MRD,17
7.60090246,0,0,0,28,784,0,0,MRD,34
7.783224016,0,0,0,24,576,0,0,MRD,33
6.927557906,0,0,0,13,169,0,0,MRD,24
8.210668031,0,0,0,13,169,0,0,MRD,24
5.828945618,0,0,0,5,25,0,0,MRD,16
8.210668031,0,0,0,5,25,0,0,MRD,16
6.551080335,0,0,0,3,9,1,0,MRD,21
7.090076836,0,0,0,3,9,1,0,MRD,21
8.026170195,0,0,0,26,676,0,0,MRD,35
7.640123173,0,0,0,26,676,0,0,MRD,35
8.006367568,0,0,0,12,144,0,0,MRD,23
8.188689124,0,0,0,23,529,0,0,MRD,34
7.937374696,0,0,0,26,676,0,0,MRD,35
7.495541944,0,0,0,23,529,1,0,MRD,34
7.313220387,0,0,0,26,676,1,0,MRD,35
6.946975992,0,0,0,13,169,0,0,MRD,31
7.718685495,0,0,0,9,81,0,0,MRD,15
8.342839804,0,0,0,5,25,0,0,MRD,16
8.29404964,0,0,0,5,25,0,0,MRD,16
7.824046011,0,0,0,28,784,1,0,MRD,34
7.377758908,0,0,0,17,289,0,0,MRD,28
7.003065459,0,0,0,5,25,1,0,MRD,16
7.958576904,0,0,0,17,289,0,0,MRD,28
7.901007052,0,0,0,17,289,0,0,MRD,28
8.411832676,0,0,0,10,100,0,0,MRD,19
8.006367568,0,0,0,1,1,0,0,MRD,16
8.070906089,0,0,0,1,1,0,0,MRD,16
8.166216269,0,0,0,5,25,0,0,MRD,16
7.60090246,0,0,0,7,49,1,0,MRD,22
7.824046011,0,0,0,7,49,1,0,MRD,22
7.60090246,0,0,0,13,169,0,0,MRD,22
8.006367568,0,0,0,10,100,0,0,MRD,21
8.188689124,0,0,0,11,121,0,0,MRD,22
8.006367568,0,0,0,8,64,0,0,MRD,19
8.242756346,0,0,0,9,81,0,0,MRD,20
8.699514748,0,0,0,10,100,0,0,MRD,21
7.649692624,0,0,0,29,841,1,0,MRD,35
8.006367568,0,0,0,22,484,0,0,MRD,31
7.783224016,0,0,0,18,324,1,0,MRD,24
8.006367568,0,0,0,18,324,0,0,MRD,33
8.006367568,0,0,0,2,4,0,1,MRD,20
8.070906089,0,0,0,3,9,0,1,MRD,21
8.070906089,0,0,0,23,529,1,0,MRD,34
8.342839804,0,0,0,23,529,1,0,MRD,34
7.863266724,0,0,0,9,81,0,0,MRD,24
7.937374696,0,0,0,10,100,0,0,MRD,25
8.29404964,0,0,0,18,324,0,0,MRD,29
8.070906089,0,0,0,24,576,1,0,MRD,35
8.268731832,0,0,0,12,144,0,0,MRD,27
8.476371197,0,0,0,12,144,0,0,MRD,27
7.60090246,0,0,0,16,256,0,0,MRD,22
8.188689124,0,0,0,16,256,0,0,MRD,22
8.517193191,0,0,0,16,256,0,1,MRD,27
8.411832676,0,0,0,8,64,0,0,MRD,23
7.60090246,0,0,0,11,121,0,0,MRD,22
8.006367568,0,0,0,10,100,0,0,MRD,21
8.006367568,0,0,0,10,100,0,0,MRD,21
8.006367568,0,0,0,8,64,0,0,MRD,23
8.006367568,0,0,0,12,144,1,0,MRD,23
8.455317788,0,0,0,8,64,0,1,MRD,26
8.455317788,0,0,0,1,1,0,1,MRD,19
7.901007052,0,0,0,2,4,1,0,MRD,17
7.901007052,0,0,0,3,9,1,0,MRD,18
8.29404964,0,0,0,25,625,0,0,MRD,34
7.937374696,0,0,0,25,625,0,0,MRD,34
7.937374696,0,0,0,25,625,0,0,MRD,34
8.451053389,0,0,0,29,841,1,0,MRD,35
8.451053389,0,0,0,26,676,1,0,MRD,35
8.160518247,0,0,0,13,169,0,0,MRD,28
8.006367568,0,0,0,13,169,0,0,MRD,28
8.556413905,0,0,0,27,729,0,0,MRD,33
7.696212639,0,0,0,9,81,0,0,MRD,20
7.649692624,0,0,0,8,64,0,0,MRD,19
8.006367568,0,0,0,9,81,0,0,MRD,20
8.699514748,0,0,0,5,25,0,0,MRD,23
7.783224016,0,0,0,8,64,0,0,MRD,23
7.783224016,0,0,0,8,64,0,0,MRD,23
8.612503371,0,0,0,21,441,0,0,MRD,32
8.411832676,0,0,0,22,484,0,0,MRD,33
8.29404964,0,0,0,21,441,1,0,MRD,32
8.006367568,0,0,0,22,484,1,0,MRD,33
8.517193191,0,0,0,20,400,0,0,MRD,31
8.517193191,0,0,0,20,400,0,0,MRD,31
8.517193191,0,0,0,23,529,0,0,MRD,34
8.29404964,0,0,0,19,361,0,0,MRD,34
8.29404964,0,0,0,15,225,0,0,MRD,26
8.29404964,0,0,0,11,121,0,0,MRD,26
8.29404964,0,0,0,11,121,0,0,MRD,26
8.476371197,0,0,0,20,400,0,0,MRD,35
7.649692624,0,0,0,9,81,1,0,MRD,20
8.9226583,0,0,0,18,324,0,0,MRD,29
8.411832676,0,0,0,26,676,0,0,MRD,35
7.824046011,0,0,0,14,196,1,0,MRD,25
8.517193191,0,0,0,6,36,0,0,MRD,21
8.961879013,0,0,0,3,9,0,1,MRD,18
7.783224016,0,0,0,3,9,0,0,MRD,18
8.517193191,0,0,0,25,625,0,0,MRD,34
8.411832676,0,0,0,11,121,0,1,MRD,29
8.411832676,0,0,0,11,121,0,1,MRD,29
8.29404964,0,0,0,5,25,0,0,MRD,20
8.9226583,0,0,0,21,441,0,0,MRD,32
8.160518247,0,0,0,16,256,1,0,MRD,34
8.006367568,0,0,0,16,256,1,0,MRD,34
8.853665428,0,0,0,14,196,0,0,MRD,23
8.699514748,0,0,0,17,289,0,0,MRD,28
8.411832676,0,0,0,21,441,1,0,MRD,32
8.648221454,0,0,0,13,169,0,0,MRD,28
8.006367568,0,0,0,29,841,1,0,MRD,35
8.779557456,0,0,0,25,625,0,0,MRD,34
7.824046011,0,0,0,21,441,1,0,MRD,30
8.006367568,0,0,0,19,361,0,0,MRD,30
7.824046011,0,0,0,12,144,0,0,MRD,21
8.160518247,0,0,0,13,169,0,0,MRD,22
8.160518247,0,0,0,21,441,0,0,MRD,32
8.411832676,0,0,0,11,121,0,0,MRD,26
8.594154233,0,0,0,12,144,0,0,MRD,27
7.313220387,0,0,0,20,400,1,0,MRD,35
8.411832676,0,0,0,2,4,0,0,MRD,17
8.268731832,0,0,0,8,64,0,0,MRD,19
8.29404964,0,0,0,15,225,0,0,MRD,24
8.779557456,0,0,0,10,100,0,0,MRD,19
8.29404964,0,0,0,10,100,0,0,MRD,19
8.38935982,0,0,0,21,441,0,0,MRD,32
8.070906089,0,0,0,13,169,0,0,MRD,24
8.006367568,0,0,0,18,324,1,0,MRD,24
7.824046011,0,0,0,19,361,1,0,MRD,25
8.29404964,0,0,0,20,400,0,0,MRD,29
8.131530711,0,0,0,21,441,0,0,MRD,30
7.824046011,0,0,0,18,324,1,0,MRD,27
7.495541944,0,0,0,19,361,1,0,MRD,28
7.60090246,0,0,0,14,196,0,0,MRD,23
8.476371197,0,0,0,14,196,0,0,MRD,23
7.824046011,0,0,0,13,169,1,0,MRD,22
8.006367568,0,0,0,15,225,0,0,MRD,26
8.411832676,0,0,0,16,256,0,0,MRD,27
7.313220387,0,0,0,26,676,1,0,MRD,35
8.29404964,0,0,0,14,196,0,0,MRD,23
7.824046011,0,0,0,15,225,0,0,MRD,24
7.495541944,0,0,0,16,256,1,0,MRD,25
7.824046011,0,0,0,17,289,1,0,MRD,26
7.313220387,0,0,0,24,576,1,0,MRD,33
7.313220387,0,0,0,25,625,1,0,MRD,34
8.536995819,0,0,0,16,256,0,0,MRD,27
8.536995819,0,0,0,9,81,0,0,MRD,20
8.536995819,0,0,0,9,81,0,0,MRD,20
8.006367568,0,0,0,19,361,0,0,MRD,30
8.29404964,0,0,0,19,361,0,0,MRD,30
8.006367568,0,0,0,21,441,0,0,MRD,30
8.517193191,0,0,0,24,576,0,0,MRD,35
8.006367568,0,0,0,19,361,1,0,MRD,30
7.783224016,0,0,0,5,25,1,1,MRD,23
8.006367568,0,0,0,15,225,0,0,MRD,26
8.29404964,0,0,0,2,4,0,0,MRD,17
7.326465614,0,0,0,19,361,1,0,MRD,28
7.377758908,0,0,0,20,400,1,0,MRD,29
7.878534196,0,0,0,20,400,1,0,MRD,29
8.38935982,0,0,0,21,441,1,0,MRD,30
8.517193191,0,0,0,16,256,0,0,MRD,27
8.517193191,0,0,0,17,289,0,0,MRD,28
7.718685495,0,0,0,17,289,1,0,MRD,32
8.160518247,0,0,0,17,289,0,0,MRD,32
7.313220387,0,0,0,17,289,1,0,MRD,26
7.60090246,0,0,0,17,289,1,0,MRD,26
7.60090246,0,0,0,5,25,0,0,MRD,16
7.824046011,0,0,0,3,9,0,0,MRD,18
7.824046011,0,0,0,3,9,0,0,MRD,18
8.517193191,0,0,0,8,64,0,1,MRD,26
8.160518247,0,0,0,17,289,0,0,MRD,28
8.006367568,0,0,0,17,289,0,0,MRD,28
8.160518247,0,0,0,15,225,0,0,MRD,26
8.411832676,0,0,0,16,256,0,0,MRD,27
6.98471632,0,0,0,18,324,1,0,MRD,29
7.207859871,0,0,0,23,529,1,0,MRD,29
8.006367568,0,0,0,25,625,0,0,MRD,31
8.006367568,0,0,0,23,529,0,0,MRD,32
7.783224016,0,0,0,7,49,0,0,MRD,16
7.824046011,0,0,0,7,49,0,0,MRD,16
8.070906089,0,0,0,23,529,0,0,MRD,34
7.901007052,0,0,0,24,576,0,0,MRD,35
6.109247583,0,0,0,21,441,0,0,MRD,27
8.229511119,0,0,0,22,484,0,0,MRD,28
7.783224016,0,0,0,5,25,1,0,MRD,20
7.60090246,0,0,0,20,400,0,0,MRD,31
7.60090246,0,0,0,23,529,0,0,MRD,32
7.313220387,0,0,0,13,169,1,0,MRD,28
7.313220387,0,0,0,14,196,1,0,MRD,29
8.29404964,0,0,0,11,121,0,0,MRD,26
8.29404964,0,0,0,11,121,0,0,MRD,26
7.090076836,0,0,0,24,576,0,0,MRD,33
8.006367568,0,0,0,8,64,0,0,MRD,19
8.006367568,0,0,0,5,25,0,0,MRD,16
7.824046011,0,0,0,5,25,0,0,MRD,16
7.60090246,0,0,0,20,400,0,0,MRD,29
7.696212639,0,0,0,15,225,0,0,MRD,26
8.411832676,0,0,0,16,256,0,0,MRD,27
8.517193191,0,0,0,20,400,0,0,MRD,29
